tax	barcode01	barcode02	barcode03	barcode04	barcode06	barcode07	barcode08	total
Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Roseomonadaceae;Falsiroseomonas	0.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0
Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Tabrizicola	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0
Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Devosiaceae;Paradevosia	0.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0
Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Chelatococcaceae;Chelatococcus	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0
Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Methylobacteriaceae;Methylorubrum	0.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0
Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Paeniroseomonas	0.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0
Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Lacibacterium	0.0	0.0	0.0	1.0	0.0	1.0	0.0	2.0
Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Magnetospirillum	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Novispirillaceae;Haematospirillum	1.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0
Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Oleisolibacter	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Shouchella	0.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Siminovitchia	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Caryophanaceae;Viridibacillus	0.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0
Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Alteraurantiacibacter	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0
Bacteria;Pseudomonadati;Planctomycetota;Planctomycetia;Gemmatales;Gemmataceae;Telmatocola	0.0	0.0	0.0	1.0	0.0	1.0	0.0	2.0
Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paucimonas	0.0	0.0	0.0	1.0	0.0	1.0	0.0	2.0
Bacteria;Pseudomonadati;Myxococcota;Myxococcia;Myxococcales;Myxococcales_Incertae_sedis;Enhygromyxa	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Caryophanaceae;Filibacter	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Micromonospora	0.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Paractinoplanes	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Propionibacteriales;Nocardioidaceae;Friedmanniella	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Nakamurellales;Nakamurellaceae;Nakamurella	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiales_Incertae_sedis;Piscinibacterium	0.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Sinomonas	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
Bacteria;Pseudomonadati;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Pseudobdellovibrionaceae;Bdellovibrio	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
Bacteria;Pseudomonadati;Bacteroidota;Saprospiria;Saprospirales;Lewinellaceae;Lewinella	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
Bacteria;Pseudomonadati;Planctomycetota;Planctomycetia;Planctomycetales;Planctomycetaceae;Symmachiella	1.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0
Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Novacetimonas	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Plastoroseomonas	1.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0
Bacteria;Pseudomonadati;Planctomycetota;Planctomycetia;Pirellulales;Lacipirellulaceae;Botrimarina	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Rhizorhabdus	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0
Bacteria;Pseudomonadati;Planctomycetota;Planctomycetia;Gemmatales;Gemmataceae;Tuwongella	1.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0
Bacteria;Bacillati;Cyanobacteriota;Cyanophyceae;Nostocales;Dapisostemonaceae;Dapisostemon	0.0	0.0	0.0	1.0	0.0	1.0	0.0	2.0
Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Sulfuricellaceae;Sulfuriferula	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0
Bacteria;Pseudomonadati;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Niabella	0.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0
Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Ferrovales;Ferrovaceae;Ferrovum	1.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
Bacteria;Pseudomonadati;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Mucibacter	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0
Bacteria;Pseudomonadati;Bacteroidota;Cytophagia;Cytophagales;Cytophagaceae;Cytophaga	1.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0
Bacteria;Pseudomonadati;Bacteroidota;Cytophagia;Cytophagales;Chryseotaleaceae;Chryseosolibacter	1.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0
Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Janthinobacterium	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0
Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Actimicrobium	1.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0
Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Pseudorhodoferax	0.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0
Bacteria;Bacillati;Cyanobacteriota;Cyanophyceae;Nodosilineales;Nodosilineaceae;Nodosilinea	0.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0
Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Buttiauxella	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Kosakonia	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0
Bacteria;Bacillati;Cyanobacteriota;Cyanophyceae;Chroococcales;Chroococcaceae;Chalicogloea	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Symbiobacteriaceae;Symbiobacterium	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Tyzzerella	1.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0
Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Chujaibacter	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Paraclostridium	1.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
Bacteria;Pseudomonadati;Verrucomicrobiota;Opitutia;Opitutales;Opitutaceae;Lacunisphaera	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Pelocola	0.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0
Bacteria;Bacillati;Cyanobacteriota;Cyanophyceae;Leptolyngbyales;Leptolyngbyaceae;Chroakolemma	0.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0
Bacteria;Bacillati;Cyanobacteriota;Cyanophyceae;Coleofasciculales;Coleofasciculaceae;Crassifilum	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0
Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Thauera	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0
Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Nitrogeniibacter	1.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0
Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Azovibrio	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0
Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Ectothiorhodosinus	1.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
Bacteria;Bacillati;Cyanobacteriota;Cyanophyceae;Nostocales;Tolypothrichaceae;Hassallia	0.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0
Bacteria;Bacillati;Cyanobacteriota;Cyanophyceae;Oculatellales;Oculatellaceae;Shackletoniella	0.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0
Bacteria;Bacillati;Cyanobacteriota;Cyanophyceae;Oculatellales;Oculatellaceae;Thermoleptolyngbya	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0
Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Neisseriales;Chitinibacteraceae;Andreprevotia	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Methylophilaceae;Methylotenera	1.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0
Bacteria;Bacillati;Cyanobacteriota;Cyanophyceae;Nostocales;Nostocaceae;Dendronalium	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Ruminiclostridium	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Anaerobacterium	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
Bacteria;Bacillati;Bacillota;Negativicutes;Selenomonadales;Sporomusaceae;Propionispora	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0
Bacteria;Pseudomonadati;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Verrucomicrobiaceae;Luteolibacter	1.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
Bacteria;Bacillati;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Iamiaceae;Iamia	1.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0
Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Pleomorphomonadaceae;Hartmannibacter	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Nevskiales;Nevskiaceae;Solimonas	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Halopseudomonas	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Nevskiales;Nevskiaceae;Polycyclovorans	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Beggiatoa	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Amorphaceae;Acuticoccus	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Roseomonadaceae;Crenalkalicoccus	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Fertoeibacter	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Paracoccus	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Parvularculales;Parvularculaceae;Hyphococcus	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Salinarimonadaceae;Saliniramus	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Stappiaceae;Hongsoonwoonella	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Micropepsales;Micropepsaceae;Micropepsis	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Gracilibacillus	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Methyloferula	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Salinarimonadaceae;Salinarimonas	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Aliirhizobium	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Nitratireductor	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Methylovirgula	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiaceae;Methyloligella	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Devosiaceae;Pelagibacterium	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Parvibaculaceae;Parvibaculum	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Aminobacter	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Endobacterium	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Pseudorhizobium	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Allorhizobium	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Salinibacterium	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Pleomorphomonadaceae;Chthonobacter	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Pleomorphomonadaceae;Methylobrevis	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Goodfellowiella	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Actinophytocola	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kineosporiales;Kineosporiaceae;Kineosporia	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Pseudolysinimonas	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Geodermatophilales;Geodermatophilaceae;Geodermatophilus	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Catenulisporales;Actinospicaceae;Actinocrinis	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Parafrankia	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Propionibacteriales;Nocardioidaceae;Aeromicrobium	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Propionibacteriales;Kribbellaceae;Kribbella	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Nocardiaceae;Rhodococcus	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Nocardiaceae;Williamsia	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
Bacteria;Pseudomonadati;Bacteroidota;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Solitalea	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Bacteria;Pseudomonadati;Bacteroidota;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Daejeonella	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Bacteria;Pseudomonadati;Bdellovibrionota;Oligoflexia;Oligoflexales;Pseudobacteriovoracaceae;Pseudobacteriovorax	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiales_Incertae_sedis;Xylophilus	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
Bacteria;Pseudomonadati;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Citreicoccus	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Castellaniella	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Chitinasiproducens	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
Bacteria;Pseudomonadati;Bacteroidota;Cytophagia;Cytophagales;Fulvivirgaceae;Pseudochryseolinea	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Bacteria;Pseudomonadati;Bacteroidota;Flavobacteriia;Flavobacteriales;Crocinitomicaceae;Fluviicola	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
Bacteria;Pseudomonadati;Bacteroidota;Saprospiria;Saprospirales;Haliscomenobacteraceae;Haliscomenobacter	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Tepidibacillus	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
Bacteria;Pseudomonadati;Myxococcota;Myxococcia;Myxococcales;Archangiaceae;Melittangium	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Virgibacillus	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Neoasaia	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Stellaceae;Constrictibacter	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Magnetospirillaceae;Paramagnetospirillum	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Taonella	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Bacteria;Pseudomonadati;Planctomycetota;Planctomycetia;Pirellulales;Thermoguttaceae;Thermogutta	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Parablastomonas	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Aquisediminimonas	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Qipengyuania	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythrobacter	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Croceibacterium	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingosinicellaceae;Glacieibacterium	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Ampullimonas	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Ammoniphilus	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Inquilinus	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Rhodovibrionaceae;Fodinicurvata	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Bacteria;Pseudomonadati;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Bremerella	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
Bacteria;Pseudomonadati;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Lignipirellula	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Craurococcus	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Bacteria;Bacillati;Cyanobacteriota;Cyanophyceae;Nostocales;Stigonemataceae;Iphinoe	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
Bacteria;Bacillati;Cyanobacteriota;Cyanophyceae;Synechococcales;Synechococcales_Incertae_sedis;Altericista	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Unclassified_Oxalobacteraceae	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Desulfitobacteriaceae;Desulfosporosinus	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Proteiniclasticum	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Oxobacter	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
Bacteria;Pseudomonadati;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Nemorincola	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
Bacteria;Bacillati;Bacillota;Bacillota_Incertae_sedis;Bacillota_Incertae_sedis;Bacillota_Incertae_sedis;Capillibacterium	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
Bacteria;Pseudomonadati;Bacteroidota;Cytophagia;Cytophagales;Fulvivirgaceae;Ohtaekwangia	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
